Account_ID,Account_Name,Account_Name_English,Account_Code,Account_Group,Account_Group_Code,Account_Status,Customer_Class,Sales_Area,Phone,Phone_1,Office_Phone,Factory_Phone,Website,Facebook,Billing_City,Billing_Province,Billing_Country,Shipping_City,Shipping_Province,Shipping_Country,Thai_Tax_ID,Register_Capital,Created_Time,Modified_Time,Last_Activity_Time,Owner,Tags,Industry,Org_Type,TSIC_ID,Billing_Street,Vol_FIBC_Per_Years,FIBC_Sling_Usage_Year
3015191000010529000,จิ่วหลงไทย,,0395AA,,,Active,,QEast,,,0926425950,,www.zingwhorthai.com,,,ชลบุรี,,,,,0205560030552,,20200317T09:16:52+07:00,20240722T17:03:46+07:00,20250703T11:24:06+07:00,สุนิสา กล้าแข็ง,"FIBC, รอ Verify",2.3.2 Plastic Compound Resin,บริษัทจำกัด,46695,999 หมู่ที่ 3 ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี,,
3015191000023686000,ซีเอสซี เคพอค อินเตอร์เทรด,,,,,New Accounts,,QWest,,,034215912,,,,,นครปฐม,,,,,0735557003383,500000,20210721T17:16:44+07:00,20241209T15:56:20+07:00,20251226T10:51:57+07:00,อิสราวลี ตนเสาวภาคย์ชลที,โม,2.7 Non Food อื่นๆ,บริษัทจำกัด,46699,629 หมู่ 5 ตำบลนครปฐม อำเภอเมืองนครปฐม จังหวัดนครปฐม,,
3015191000013517300,ป๊อปอายน้ำแข็งหลอด,,,,,NonActive,,QCentral,,,025891666,,,,เขตหลักสี่,กรุงเทพมหานคร,,,,,0105550032677,,20200903T14:54:11+07:00,20250609T16:37:15+07:00,20250609T16:37:15+07:00,วรางคณา กัณหาชาติ,,1.2.2.1 โรงน้ำแข็ง,บริษัทจำกัด,46900,19/18 หมู่ที่ 4 ถนนประชาชื่น แขวงทุ่งสองห้อง,,
3015191000015552000,สงวนสุข พาณิชย์,,,,,New Accounts,,QNorth,,,036523248,,,,,สิงห์บุรี,,,,,0403565005943,,20201106T12:07:34+07:00,20240722T17:07:09+07:00,20251219T10:33:12+07:00,สุนิษา ภิญโญ,PPW 010k,1.1.1.3 อาหารสัตว์เลี้ยง/ผลิตภัณฑ์สัตว์เลี้ยง Petfood&Product,ห้างหุ้นส่วนจำกัด,47113,43/2 หมู่ 3 ต.ประศุก อ.อินทร์บุรี,,
3015191000016360000,นำแสงค้าข้าว,,,,,New Accounts,,QSouth,,,076261049,,,,,ภูเก็ต,,,,,0833516000140,,20201127T11:04:00+07:00,20240722T17:01:02+07:00,20251215T09:44:59+07:00,กมลรัตน์ เทศนีย์,PPW 010k,1.2.1.1 ข้าวตรา,ห้างหุ้นส่วนจำกัด,47114,99/37 หมู่ที่ 5 ต.รัษฎา อ.เมืองภูเก็ต,,
3015191000024811000,เอื้อบัญญัติ,,,,,New Accounts,,QEsan,,,042711695,,,,เมือง,สกลนคร,,,,,0473542000252,300000,20210816T11:58:05+07:00,20251216T11:17:13+07:00,20251224T15:42:11+07:00,รังสิยา หมื่นวิจิตร (ลูกหว้า),PPW 35k,1.2.1.1 ข้าวตรา,ห้างหุ้นส่วนจำกัด,47190,195/5 ถนนสกลนครกาฬสินธุ์ ต.ธาตุเชิงชุม,,
3015191000058920000,โรงสีศิริพรชัย,,,,,New Accounts,,QEsan,,,043210014,,,,อ.พล​,ขอนแก่น,,,,,0403547002563,,20240228T12:04:50+07:00,20251214T12:43:57+07:00,20251215T13:35:21+07:00,รังสิยา หมื่นวิจิตร (ลูกหว้า),PPW 510k,1.2.1.1 ข้าวตรา,ห้างหุ้นส่วนจำกัด,47213,50​ ม.8​ ถ.เมืองพลหนองสองห้อง​ ต.เมืองพล​,,
3015191000039103000,ข้าวขวัญกมล,,0291AA,0291ข้าวขวัญกมล จำกัด,0291,Active,,QEast,038181325,,038110300,,https://www.kwankamon.com/,,,ชลบุรี,,,,,0205554010677,1000000,20190909T14:49:17+07:00,20250428T11:14:53+07:00,20250724T14:45:45+07:00,สุนิสา กล้าแข็ง,,1.2.1.1 ข้าวตรา,บริษัทจำกัด,47214,69 หมู่ที่ 9 ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี,,
3015191000026128400,อิสเทิร์นไร้ซ์,,,,,New Accounts,,QEast,0-3846-1316,,038366063,,,,,ชลบุรี,,,,,0205548007601,5000000,20210914T16:18:47+07:00,20240722T17:06:39+07:00,20251215T09:44:57+07:00,สุนิสา กล้าแข็ง,,1.2.1.2 ข้าวส่งออก,บริษัทจำกัด,47214,8 ถนนสุขประยูร ต.พนัสนิคม อ.พนัสนิคม จ.ชลบุรี,,
3015191000048792000,พี เอฟ บี,,,,,New Accounts,,QEsan,0-4548-1145,,045481145,,,,อำเภอตระการพืชผล,อุบลราชธานี,,,,,0105536051929,,20230629T09:20:12+07:00,20251214T14:02:41+07:00,20251215T09:44:57+07:00,รังสิยา หมื่นวิจิตร (ลูกหว้า),FIBC,1.2.1.2 ข้าวส่งออก,บริษัทจำกัด,47214,139 หมู่ที่ 7 ตำบลขุหลุ,,
